MIDI,Onset,Duration,String,Position,Finger
50,0.555555556,0.111111111,,,
47,0.666666667,0.111111111,,,
50,0.777777778,0.111111111,,,
53,0.888888889,0.111111111,,,
48,0,0.111111111,,,
53,0.111111111,0.111111111,,,
56,0.222222222,0.111111111,,,
60,0.333333333,0.111111111,,,
56,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
48,0.666666667,0.111111111,,,
53,0.777777778,0.111111111,,,
56,0.888888889,0.111111111,,,
49,0,0.111111111,,,
53,0.111111111,0.111111111,,,
56,0.222222222,0.111111111,,,
61,0.333333333,0.111111111,,,
56,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
49,0.666666667,0.111111111,,,
53,0.777777778,0.111111111,,,
56,0.888888889,0.111111111,,,
48,0,0.111111111,,,
53,0.111111111,0.111111111,,,
56,0.222222222,0.111111111,,,
60,0.333333333,0.111111111,,,
56,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
48,0.666666667,0.111111111,,,
53,0.777777778,0.111111111,,,
56,0.888888889,0.111111111,,,
47,0,0.111111111,,,
50,0.111111111,0.111111111,,,
53,0.222222222,0.111111111,,,
59,0.333333333,0.111111111,,,
53,0.444444444,0.111111111,,,
50,0.555555556,0.111111111,,,
47,0.666666667,0.111111111,,,
50,0.777777778,0.111111111,,,
53,0.888888889,0.111111111,,,
48,0,0.111111111,,,
52,0.111111111,0.111111111,,,
55,0.222222222,0.111111111,,,
60,0.333333333,0.111111111,,,
55,0.444444444,0.111111111,,,
52,0.555555556,0.111111111,,,
48,0.666666667,0.111111111,,,
52,0.777777778,0.111111111,,,
48,0.888888889,0.111111111,,,
43,0,0.111111111,,,
48,0.111111111,0.111111111,,,
52,0.222222222,0.111111111,,,
55,0.333333333,0.111111111,,,
52,0.444444444,0.111111111,,,
48,0.555555556,0.111111111,,,
43,0.666666667,0.111111111,,,
48,0.777777778,0.111111111,,,
43,0.888888889,0.111111111,,,
40,0,0.111111111,,,
43,0.111111111,0.111111111,,,
48,0.222222222,0.111111111,,,
52,0.333333333,0.111111111,,,
48,0.444444444,0.111111111,,,
43,0.555555556,0.111111111,,,
40,0.666666667,0.111111111,,,
43,0.777777778,0.111111111,,,
40,0.888888889,0.111111111,,,
36,0,0.333333333,,,
44,0,0.111111111,,,
56,0.111111111,0.111111111,,,
55,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
60,0.444444444,0.111111111,,,
58,0.555555556,0.111111111,,,
60,0.666666667,0.111111111,,,
58,0.777777778,0.111111111,,,
56,0.888888889,0.111111111,,,
55,0,0.111111111,,,
56,0.111111111,0.111111111,,,
58,0.222222222,0.111111111,,,
51,0.333333333,0.111111111,,,
53,0.444444444,0.111111111,,,
55,0.555555556,0.111111111,,,
43,0.666666667,0.111111111,,,
44,0.777777778,0.111111111,,,
46,0.888888889,0.111111111,,,
44,0,0.111111111,,,
56,0.111111111,0.111111111,,,
55,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
60,0.444444444,0.111111111,,,
58,0.555555556,0.111111111,,,
60,0.666666667,0.111111111,,,
58,0.777777778,0.111111111,,,
56,0.888888889,0.111111111,,,
55,0,0.111111111,,,
56,0.111111111,0.111111111,,,
58,0.222222222,0.111111111,,,
51,0.333333333,0.111111111,,,
53,0.444444444,0.111111111,,,
55,0.555555556,0.111111111,,,
43,0.666666667,0.111111111,,,
44,0.777777778,0.111111111,,,
46,0.888888889,0.111111111,,,
44,0,0.111111111,,,
46,0.111111111,0.111111111,,,
48,0.222222222,0.111111111,,,
49,0.333333333,0.111111111,,,
51,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
55,0.666666667,0.111111111,,,
56,0.777777778,0.111111111,,,
58,0.888888889,0.111111111,,,
48,0,0.111111111,,,
49,0.111111111,0.111111111,,,
51,0.222222222,0.111111111,,,
53,0.333333333,0.111111111,,,
55,0.444444444,0.111111111,,,
56,0.555555556,0.111111111,,,
58,0.666666667,0.111111111,,,
60,0.777777778,0.111111111,,,
61,0.888888889,0.111111111,,,
51,0,0.111111111,,,
53,0.111111111,0.111111111,,,
55,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
58,0.444444444,0.111111111,,,
60,0.555555556,0.111111111,,,
61,0.666666667,0.111111111,,,
63,0.777777778,0.111111111,,,
65,0.888888889,0.111111111,,,
55,0,0.111111111,,,
58,0.111111111,0.111111111,,,
63,0.222222222,0.111111111,,,
53,0.333333333,0.111111111,,,
56,0.444444444,0.111111111,,,
61,0.555555556,0.111111111,,,
51,0.666666667,0.111111111,,,
55,0.777777778,0.111111111,,,
60,0.888888889,0.111111111,,,
49,0,0.111111111,,,
53,0.111111111,0.111111111,,,
58,0.222222222,0.111111111,,,
48,0.333333333,0.111111111,,,
51,0.444444444,0.111111111,,,
56,0.555555556,0.111111111,,,
46,0.666666667,0.111111111,,,
49,0.777777778,0.111111111,,,
55,0.888888889,0.111111111,,,
44,0,0.111111111,,,
46,0.111111111,0.111111111,,,
48,0.222222222,0.111111111,,,
49,0.333333333,0.111111111,,,
51,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
55,0.666666667,0.111111111,,,
56,0.777777778,0.111111111,,,
58,0.888888889,0.111111111,,,
60,0,0.111111111,,,
61,0.111111111,0.111111111,,,
63,0.222222222,0.111111111,,,
65,0.333333333,0.111111111,,,
67,0.444444444,0.111111111,,,
68,0.555555556,0.111111111,,,
67,0.666666667,0.111111111,,,
65,0.777777778,0.111111111,,,
63,0.888888889,0.111111111,,,
63,0,0.111111111,,,
62,0.111111111,0.111111111,,,
65,0.222222222,0.111111111,,,
63,0.333333333,0.111111111,,,
62,0.444444444,0.111111111,,,
65,0.555555556,0.111111111,,,
63,0.666666667,0.111111111,,,
62,0.777777778,0.111111111,,,
65,0.888888889,0.111111111,,,
63,0,0.111111111,,,
61,0.111111111,0.111111111,,,
65,0.222222222,0.111111111,,,
63,0.333333333,0.111111111,,,
61,0.444444444,0.111111111,,,
65,0.555555556,0.111111111,,,
63,0.666666667,0.111111111,,,
61,0.777777778,0.111111111,,,
60,0.888888889,0.111111111,,,
60,0,0.111111111,,,
58,0.111111111,0.111111111,,,
56,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
55,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
53,0.666666667,0.111111111,,,
51,0.777777778,0.111111111,,,
49,0.888888889,0.111111111,,,
48,0,0.111111111,,,
51,0.111111111,0.111111111,,,
56,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
55,0.444444444,0.111111111,,,
56,0.555555556,0.111111111,,,
48,0.666666667,0.111111111,,,
51,0.777777778,0.111111111,,,
56,0.888888889,0.111111111,,,
49,0,0.111111111,,,
58,0.111111111,0.111111111,,,
57,0.222222222,0.111111111,,,
58,0.333333333,0.111111111,,,
49,0.444444444,0.111111111,,,
58,0.555555556,0.111111111,,,
48,0.666666667,0.111111111,,,
56,0.777777778,0.111111111,,,
48,0.888888889,0.111111111,,,
46,0,0.111111111,,,
49,0.111111111,0.111111111,,,
55,0.222222222,0.111111111,,,
55,0.333333333,0.111111111,,,
54,0.444444444,0.111111111,,,
55,0.555555556,0.111111111,,,
46,0.666666667,0.111111111,,,
49,0.777777778,0.111111111,,,
55,0.888888889,0.111111111,,,
48,0,0.111111111,,,
56,0.111111111,0.111111111,,,
55,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
48,0.444444444,0.111111111,,,
56,0.555555556,0.111111111,,,
46,0.666666667,0.111111111,,,
55,0.777777778,0.111111111,,,
46,0.888888889,0.111111111,,,
44,0,0.111111111,,,
48,0.111111111,0.111111111,,,
53,0.222222222,0.111111111,,,
53,0.333333333,0.111111111,,,
52,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
44,0.666666667,0.111111111,,,
48,0.777777778,0.111111111,,,
53,0.888888889,0.111111111,,,
46,0,0.111111111,,,
55,0.111111111,0.111111111,,,
54,0.222222222,0.111111111,,,
55,0.333333333,0.111111111,,,
46,0.444444444,0.111111111,,,
55,0.555555556,0.111111111,,,
44,0.666666667,0.111111111,,,
53,0.777777778,0.111111111,,,
44,0.888888889,0.111111111,,,
43,0,0.111111111,,,
46,0.111111111,0.111111111,,,
51,0.222222222,0.111111111,,,
55,0.333333333,0.111111111,,,
53,0.444444444,0.111111111,,,
51,0.555555556,0.111111111,,,
58,0.666666667,0.111111111,,,
56,0.777777778,0.111111111,,,
55,0.888888889,0.111111111,,,
61,0,0.111111111,,,
60,0.111111111,0.111111111,,,
58,0.222222222,0.111111111,,,
65,0.333333333,0.111111111,,,
63,0.444444444,0.111111111,,,
61,0.555555556,0.111111111,,,
61,0.666666667,0.111111111,,,
60,0.777777778,0.111111111,,,
58,0.888888889,0.111111111,,,
60,0,0.111111111,,,
58,0.111111111,0.111111111,,,
60,0.222222222,0.111111111,,,
61,0.333333333,0.111111111,,,
60,0.444444444,0.111111111,,,
61,0.555555556,0.111111111,,,
63,0.666666667,0.111111111,,,
61,0.777777778,0.111111111,,,
63,0.888888889,0.111111111,,,
65,0,0.111111111,,,
63,0.111111111,0.111111111,,,
65,0.222222222,0.111111111,,,
67,0.333333333,0.111111111,,,
65,0.444444444,0.111111111,,,
67,0.555555556,0.111111111,,,
68,0.666666667,0.111111111,,,
67,0.777777778,0.111111111,,,
68,0.888888889,0.111111111,,,
60,0,0.111111111,,,
61,0.111111111,0.111111111,,,
58,0.222222222,0.111111111,,,
58,0.333333333,0.666666667,,,
56,0,0.111111111,,,
60,0.111111111,0.111111111,,,
64,0.222222222,0.111111111,,,
65,0.333333333,0.111111111,,,
60,0.444444444,0.111111111,,,
58,0.555555556,0.111111111,,,
56,0.666666667,0.111111111,,,
60,0.777777778,0.111111111,,,
65,0.888888889,0.111111111,,,
55,0,0.111111111,,,
58,0.111111111,0.111111111,,,
62,0.222222222,0.111111111,,,
63,0.333333333,0.111111111,,,
58,0.444444444,0.111111111,,,
56,0.555555556,0.111111111,,,
55,0.666666667,0.111111111,,,
58,0.777777778,0.111111111,,,
63,0.888888889,0.111111111,,,
53,0,0.111111111,,,
56,0.111111111,0.111111111,,,
60,0.222222222,0.111111111,,,
61,0.333333333,0.111111111,,,
56,0.444444444,0.111111111,,,
55,0.555555556,0.111111111,,,
53,0.666666667,0.111111111,,,
56,0.777777778,0.111111111,,,
61,0.888888889,0.111111111,,,
51,0,0.111111111,,,
55,0.111111111,0.111111111,,,
59,0.222222222,0.111111111,,,
60,0.333333333,0.111111111,,,
55,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
51,0.666666667,0.111111111,,,
55,0.777777778,0.111111111,,,
60,0.888888889,0.111111111,,,
49,0,0.111111111,,,
53,0.111111111,0.111111111,,,
57,0.222222222,0.111111111,,,
58,0.333333333,0.111111111,,,
53,0.444444444,0.111111111,,,
51,0.555555556,0.111111111,,,
49,0.666666667,0.111111111,,,
53,0.777777778,0.111111111,,,
58,0.888888889,0.111111111,,,
48,0,0.111111111,,,
51,0.111111111,0.111111111,,,
55,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
51,0.444444444,0.111111111,,,
49,0.555555556,0.111111111,,,
48,0.666666667,0.111111111,,,
51,0.777777778,0.111111111,,,
56,0.888888889,0.111111111,,,
46,0,0.111111111,,,
50,0.111111111,0.111111111,,,
53,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
53,0.444444444,0.111111111,,,
50,0.555555556,0.111111111,,,
46,0.666666667,0.111111111,,,
50,0.777777778,0.111111111,,,
53,0.888888889,0.111111111,,,
51,0,0.111111111,,,
55,0.111111111,0.111111111,,,
58,0.222222222,0.111111111,,,
61,0.333333333,0.111111111,,,
58,0.444444444,0.111111111,,,
55,0.555555556,0.111111111,,,
51,0.666666667,0.111111111,,,
58,0.777777778,0.111111111,,,
61,0.888888889,0.111111111,,,
60,0,0.111111111,,,
58,0.111111111,0.111111111,,,
60,0.222222222,0.111111111,,,
61,0.333333333,0.111111111,,,
60,0.444444444,0.111111111,,,
58,0.555555556,0.111111111,,,
56,0.666666667,0.111111111,,,
55,0.777777778,0.111111111,,,
53,0.888888889,0.111111111,,,
51,0,0.111111111,,,
49,0.111111111,0.111111111,,,
48,0.222222222,0.111111111,,,
46,0.333333333,0.111111111,,,
44,0.444444444,0.111111111,,,
43,0.555555556,0.111111111,,,
41,0.666666667,0.111111111,,,
39,0.777777778,0.111111111,,,
37,0.888888889,0.111111111,,,
36,0,0.333333333,,,
37,0.333333333,0.333333333,,,
39,0.666666667,0.333333333,,,
60,0,0.111111111,,,
58,0.111111111,0.111111111,,,
60,0.222222222,0.111111111,,,
61,0.333333333,0.111111111,,,
60,0.444444444,0.111111111,,,
58,0.555555556,0.111111111,,,
56,0.666666667,0.111111111,,,
55,0.777777778,0.111111111,,,
53,0.888888889,0.111111111,,,
51,0,0.111111111,,,
49,0.111111111,0.111111111,,,
48,0.222222222,0.111111111,,,
46,0.333333333,0.111111111,,,
44,0.444444444,0.111111111,,,
43,0.555555556,0.111111111,,,
41,0.666666667,0.111111111,,,
39,0.777777778,0.111111111,,,
37,0.888888889,0.111111111,,,
36,0,0.333333333,,,
37,0.333333333,0.333333333,,,
39,0.666666667,0.333333333,,,
44,0,0.111111111,,,
48,0.111111111,0.111111111,,,
51,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
51,0.444444444,0.111111111,,,
48,0.555555556,0.111111111,,,
44,0.666666667,0.111111111,,,
48,0.777777778,0.111111111,,,
51,0.888888889,0.111111111,,,
43,0,0.111111111,,,
46,0.111111111,0.111111111,,,
51,0.222222222,0.111111111,,,
55,0.333333333,0.111111111,,,
51,0.444444444,0.111111111,,,
46,0.555555556,0.111111111,,,
43,0.666666667,0.111111111,,,
46,0.777777778,0.111111111,,,
51,0.888888889,0.111111111,,,
44,0,0.111111111,,,
48,0.111111111,0.111111111,,,
51,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
51,0.444444444,0.111111111,,,
48,0.555555556,0.111111111,,,
44,0.666666667,0.111111111,,,
48,0.777777778,0.111111111,,,
51,0.888888889,0.111111111,,,
43,0,0.111111111,,,
46,0.111111111,0.111111111,,,
51,0.222222222,0.111111111,,,
55,0.333333333,0.111111111,,,
51,0.444444444,0.111111111,,,
46,0.555555556,0.111111111,,,
43,0.666666667,0.111111111,,,
46,0.777777778,0.111111111,,,
51,0.888888889,0.111111111,,,
44,0,0.333333333,,,
48,0.333333333,0.333333333,,,
45,0,0.111111111,,,
48,0.111111111,0.111111111,,,
51,0.222222222,0.111111111,,,
54,0.333333333,0.111111111,,,
57,0.444444444,0.111111111,,,
60,0.555555556,0.111111111,,,
57,0.666666667,0.111111111,,,
63,0.777777778,0.111111111,,,
60,0.888888889,0.111111111,,,
66,0,0.111111111,,,
63,0.111111111,0.111111111,,,
60,0.222222222,0.111111111,,,
57,0.333333333,0.111111111,,,
60,0.444444444,0.111111111,,,
57,0.555555556,0.111111111,,,
54,0.666666667,0.111111111,,,
51,0.777777778,0.111111111,,,
48,0.888888889,0.111111111,,,
45,0,0.111111111,,,
48,0.111111111,0.111111111,,,
51,0.222222222,0.111111111,,,
54,0.333333333,0.111111111,,,
57,0.444444444,0.111111111,,,
60,0.555555556,0.111111111,,,
57,0.666666667,0.111111111,,,
63,0.777777778,0.111111111,,,
60,0.888888889,0.111111111,,,
66,0,0.111111111,,,
63,0.111111111,0.111111111,,,
60,0.222222222,0.111111111,,,
57,0.333333333,0.111111111,,,
60,0.444444444,0.111111111,,,
57,0.555555556,0.111111111,,,
54,0.666666667,0.111111111,,,
51,0.777777778,0.111111111,,,
48,0.888888889,0.111111111,,,
46,0,0.111111111,,,
49,0.111111111,0.111111111,,,
48,0.222222222,0.111111111,,,
49,0.333333333,0.111111111,,,
53,0.444444444,0.111111111,,,
51,0.555555556,0.111111111,,,
53,0.666666667,0.111111111,,,
58,0.777777778,0.111111111,,,
57,0.888888889,0.111111111,,,
58,0,0.111111111,,,
61,0.111111111,0.111111111,,,
60,0.222222222,0.111111111,,,
58,0.333333333,0.111111111,,,
61,0.444444444,0.111111111,,,
60,0.555555556,0.111111111,,,
58,0.666666667,0.333333333,,,
47,0,0.111111111,,,
50,0.111111111,0.111111111,,,
53,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
59,0.444444444,0.111111111,,,
62,0.555555556,0.111111111,,,
59,0.666666667,0.111111111,,,
65,0.777777778,0.111111111,,,
62,0.888888889,0.111111111,,,
68,0,0.111111111,,,
65,0.111111111,0.111111111,,,
62,0.222222222,0.111111111,,,
59,0.333333333,0.111111111,,,
62,0.444444444,0.111111111,,,
59,0.555555556,0.111111111,,,
56,0.666666667,0.111111111,,,
53,0.777777778,0.111111111,,,
50,0.888888889,0.111111111,,,
47,0,0.111111111,,,
50,0.111111111,0.111111111,,,
53,0.222222222,0.111111111,,,
56,0.333333333,0.111111111,,,
59,0.444444444,0.111111111,,,
62,0.555555556,0.111111111,,,
59,0.666666667,0.111111111,,,
65,0.777777778,0.111111111,,,
62,0.888888889,0.111111111,,,
68,0,0.111111111,,,
65,0.111111111,0.111111111,,,
62,0.222222222,0.111111111,,,
59,0.333333333,0.111111111,,,
62,0.444444444,0.111111111,,,
59,0.555555556,0.111111111,,,
56,0.666666667,0.111111111,,,
53,0.777777778,0.111111111,,,
50,0.888888889,0.111111111,,,
48,0,0.111111111,,,
51,0.111111111,0.111111111,,,
50,0.222222222,0.111111111,,,
51,0.333333333,0.111111111,,,
55,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
55,0.666666667,0.111111111,,,
60,0.777777778,0.111111111,,,
59,0.888888889,0.111111111,,,
60,0,0.111111111,,,
63,0.111111111,0.111111111,,,
62,0.222222222,0.111111111,,,
60,0.333333333,0.111111111,,,
63,0.444444444,0.111111111,,,
62,0.555555556,0.111111111,,,
60,0.666666667,0.333333333,,,
53,0,0.111111111,,,
56,0.111111111,0.111111111,,,
61,0.222222222,0.111111111,,,
61,0.333333333,0.333333333,,,
53,0.666666667,0.111111111,,,
56,0.777777778,0.111111111,,,
61,0.888888889,0.111111111,,,
51,0,0.111111111,,,
55,0.111111111,0.111111111,,,
59,0.222222222,0.111111111,,,
60,0.333333333,0.111111111,,,
55,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
51,0.666666667,0.111111111,,,
55,0.777777778,0.111111111,,,
60,0.888888889,0.111111111,,,
50,0,0.111111111,,,
53,0.111111111,0.111111111,,,
59,0.222222222,0.111111111,,,
59,0.333333333,0.333333333,,,
50,0.666666667,0.111111111,,,
53,0.777777778,0.111111111,,,
59,0.888888889,0.111111111,,,
48,0,0.111111111,,,
51,0.111111111,0.111111111,,,
55,0.222222222,0.111111111,,,
60,0.333333333,0.111111111,,,
55,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
51,0.666666667,0.111111111,,,
50,0.777777778,0.111111111,,,
48,0.888888889,0.111111111,,,
53,0,0.111111111,,,
56,0.111111111,0.111111111,,,
61,0.222222222,0.111111111,,,
61,0.333333333,0.333333333,,,
53,0.666666667,0.111111111,,,
56,0.777777778,0.111111111,,,
61,0.888888889,0.111111111,,,
51,0,0.111111111,,,
55,0.111111111,0.111111111,,,
59,0.222222222,0.111111111,,,
60,0.333333333,0.111111111,,,
55,0.444444444,0.111111111,,,
53,0.555555556,0.111111111,,,
51,0.666666667,0.111111111,,,
55,0.777777778,0.111111111,,,
60,0.888888889,0.111111111,,,
48,0,0.111111111,,,
51,0.111111111,0.111111111,,,
55,0.222222222,0.111111111,,,
60,0.333333333,0.111111111,,,
55,0.444444444,0.111111111,,,
51,0.555555556,0.111111111,,,
48,0.666666667,0.111111111,,,
45,0.777777778,0.111111111,,,
43,0.888888889,0.111111111,,,
42,0,0.111111111,,,
45,0.111111111,0.111111111,,,
48,0.222222222,0.111111111,,,
51,0.333333333,0.111111111,,,
54,0.444444444,0.111111111,,,
57,0.555555556,0.111111111,,,
60,0.666666667,0.111111111,,,
63,0.777777778,0.111111111,,,
54,0.888888889,0.111111111,,,
55,0,0.111111111,,,
43,0.111111111,0.111111111,,,
47,0.222222222,0.111111111,,,
50,0.333333333,0.111111111,,,
54,0.444444444,0.111111111,,,
55,0.555555556,0.111111111,,,
50,0.666666667,0.111111111,,,
47,0.777777778,0.111111111,,,
43,0.888888889,0.111111111,,,
42,0,0.111111111,,,
45,0.111111111,0.111111111,,,
48,0.222222222,0.111111111,,,
51,0.333333333,0.111111111,,,
54,0.444444444,0.111111111,,,
57,0.555555556,0.111111111,,,
60,0.666666667,0.111111111,,,
63,0.777777778,0.111111111,,,
54,0.888888889,0.111111111,,,
55,0,0.333333333,,,
59,0.333333333,0.333333333,,,
60,0,0.333333333,,,
62,0.333333333,0.333333333,,,
63,0.666666667,0.333333333,,,
65,0,0.166666667,,,
62,0.166666667,0.166666667,,,
59,0.333333333,0.666666667,,,
55,0,0.333333333,,,
67,0.333333333,0.333333333,,,
65,0.666666667,0.333333333,,,
62,0,0.166666667,,,
63,0.166666667,0.166666667,,,
63,0.333333333,0.666666667,,,
68,0,1,,,
67,0,1,,,
67,0,0.333333333,,,
65,0.333333333,0.333333333,,,
63,0.666666667,0.333333333,,,
63,0,0.333333333,,,
62,0.333333333,0.666666667,,,
43,0,0.111111111,,,
47,0.111111111,0.111111111,,,
50,0.222222222,0.111111111,,,
55,0.333333333,0.111111111,,,
59,0.444444444,0.111111111,,,
62,0.555555556,0.111111111,,,
67,0.666666667,0.111111111,,,
71,0.777777778,0.111111111,,,
74,0.888888889,0.111111111,,,
77,0,0.333333333,,,
75,0.333333333,0.333333333,,,
74,0.666666667,0.333333333,,,
36,0,0.111111111,,,
39,0.111111111,0.111111111,,,
43,0.222222222,0.111111111,,,
48,0.333333333,0.111111111,,,
51,0.444444444,0.111111111,,,
55,0.555555556,0.111111111,,,
60,0.666666667,0.111111111,,,
63,0.777777778,0.111111111,,,
65,0.888888889,0.111111111,,,
67,0,0.333333333,,,
65,0.333333333,0.333333333,,,
63,0.666666667,0.333333333,,,
43,0,0.111111111,,,
47,0.111111111,0.111111111,,,
50,0.222222222,0.111111111,,,
55,0.333333333,0.111111111,,,
59,0.444444444,0.111111111,,,
62,0.555555556,0.111111111,,,
67,0.666666667,0.111111111,,,
71,0.777777778,0.111111111,,,
74,0.888888889,0.111111111,,,
77,0,0.333333333,,,
75,0.333333333,0.333333333,,,
74,0.666666667,0.333333333,,,
75,0,0.111111111,,,
72,0.111111111,0.111111111,,,
74,0.222222222,0.111111111,,,
75,0.333333333,0.111111111,,,
74,0.444444444,0.111111111,,,
72,0.555555556,0.111111111,,,
77,0.666666667,0.111111111,,,
75,0.777777778,0.111111111,,,
74,0.888888889,0.111111111,,,
75,0,0.111111111,,,
72,0.111111111,0.111111111,,,
74,0.222222222,0.111111111,,,
75,0.333333333,0.111111111,,,
74,0.444444444,0.111111111,,,
72,0.555555556,0.111111111,,,
77,0.666666667,0.111111111,,,
75,0.777777778,0.111111111,,,
74,0.888888889,0.111111111,,,
75,0,0.111111111,,,
79,0.111111111,0.111111111,,,
75,0.222222222,0.111111111,,,
72,0.333333333,0.111111111,,,
75,0.444444444,0.111111111,,,
72,0.555555556,0.111111111,,,
67,0.666666667,0.111111111,,,
72,0.777777778,0.111111111,,,
67,0.888888889,0.111111111,,,
68,0,0.111111111,,,
65,0.111111111,0.111111111,,,
68,0.222222222,0.111111111,,,
72,0.333333333,0.111111111,,,
68,0.444444444,0.111111111,,,
72,0.555555556,0.111111111,,,
77,0.666666667,0.111111111,,,
72,0.777777778,0.111111111,,,
68,0.888888889,0.111111111,,,
66,0,0.111111111,,,
69,0.111111111,0.111111111,,,
72,0.222222222,0.111111111,,,
75,0.333333333,0.111111111,,,
74,0.444444444,0.111111111,,,
72,0.555555556,0.111111111,,,
75,0.666666667,0.111111111,,,
74,0.777777778,0.111111111,,,
72,0.888888889,0.111111111,,,
67,0,0.111111111,,,
71,0.111111111,0.111111111,,,
74,0.222222222,0.111111111,,,
77,0.333333333,0.111111111,,,
75,0.444444444,0.111111111,,,
74,0.555555556,0.111111111,,,
